moneysmartID,title,accountNames,accountNumbers,accountBanks,billerCode,merchantId,acquirerId,terminalId,moneysmartUrl,addresses,websites,emails,phones,fax,aliases,comment,legacyDetails,legacyAccountNumbers,legacyAliases,dateAdded,dateUpdated
2963,McKinney Bristol,,,,,,,,/companies-you-should-not-deal-with/mckinney-bristol,,,,,,,,101 Princess Margaret drive Belize City  Belize Phone/Fax contacts Canada: 514-800-6898 Toll Free UK: 0-808-189-1329 Toll Free Australia: 1-800-676-491 UK Fax: 0-207-6813710 Canada Fax: 1-416-352-7605 Australia Fax: 0294755183 info@mckinneybristol.com www.mckinneybristol.com,,, ,23-Aug-19
2964,McVite Equity Group,,,,,,,,/companies-you-should-not-deal-with/mcvite-equity-group,,,,,,,,Address: Cerulean Tower 26-1 Sakuragaoka-cho Shibuya-ku  Level 15  Tokyo  150-8512 JapanAddress: Shaw Centre  1 Scotts Road #24-10  Singapore 228208Ph: +6563630525Email: info@mcviteequity.groupWebsite: http://mcviteequity.groupAccount name: PT. Royal Pasifik Internasional Account number. 1431516000559 Bank name: Bank Capital IndonesiaAccount name: PT. Vantage Equity Account number. 800151727040 Bank name: Bank CIMB Niaga,1431516000559|800151727040,PT. Royal Pasifik Internasional|PT. Vantage Equity, ,23-Aug-19
2965,Mercantile International Securities,,,,,,,,/companies-you-should-not-deal-with/mercantile-international-securities,,,,,,,,100 Summer Street Boston Massachusetts 02110 USA Ph: (1) (617) 507 6203 Fax: (1) (617) 507 0542 www.mercsecurities.com,,, ,23-Aug-19
2966,Merchant Marx/ 'Merchant Capital Markets S.A.,,,,,,,,/companies-you-should-not-deal-with/merchant-marx-merchant-capital-markets-s-a,,,,,,,,Rue Du Rhone  14 1204 Geneva Switzerland Ph: 41.22.819.9474 Fax: 41.22.594.8167 www.merchantmarx.com mail@merchantmarx.com,,, ,23-Aug-19
2967,Merchants International Investment Corporation (U.K.) Limited ('Merchants'),,,,,,,,/companies-you-should-not-deal-with/merchants-international-investment-corporation-u-k-limited-merchants,,,,,,,,Unit 150  Imperial Court Exchange Street East  Liverpool  L2 3AB United Kingdom www.merchants-international.com richard-ames@merchants-international.com tobias-hannan-petersen@merchants,,, ,23-Aug-19
2968,Mercury Acquisitions Associates,,,,,,,,/companies-you-should-not-deal-with/mercury-acquisitions-associates,,,,,,,,10th Floor Wisma Damansara Jalan Semantan Damansara Heights 50490 Kuala Lumpar Malaysia,,, ,23-Aug-19
2969,Meridian International Trading,,,,,,,,/companies-you-should-not-deal-with/meridian-international-trading,,,,,,,,27-F Tower 2 16 Harcourt Road Central Hong Kong Ph: (852) 2918 8714 Fax: (852) 2900 1077,,, ,23-Aug-19
2970,MetroFinancials,,,,,,,,/companies-you-should-not-deal-with/metrofinancials,,,,,,,,(Note: Related to this are fake regulators 'American Futures and Options Trading Commission' and 'American Futures and Options Exchange Ltd')194 William StNew YorkNY 10038Ph 1 888 265 5806Ph 1 646 860 086Fax 1 646 619 4236www.metrofinancials.comtrading@metrofinancials.comjmartin@metrofinancials.com,,American Futures and Options Trading Commission|American Futures and Options Exchange Ltd, ,24-Oct-19
2971,Meyer and Wegner Acquisitions / Mayer and Wegner Acquisitions,,,,,,,,/companies-you-should-not-deal-with/meyer-and-wegner-acquisitions-mayer-and-wegner-acquisitions,,,,,,,,Schwarzwaldstr 88 PLZ Stadt 60528 East Germany Ph 49 69 222 7582 Fax 49 69 2557 7562 www.mayer.wegner.com,,, ,23-Aug-19
2972,MGM Markets,,,,,,,,/companies-you-should-not-deal-with/mgm-markets,,,,,,,,also known as Tube Global MarketingPh: + 44 1617685057Email: support@mgm-markets.comWebsite: mgm-markets.com(Note: this company is not connected and should not be confused with the Australian licensed trading entity MGM Markets.com Australia),,Tube Global Marketing, ,23-Aug-19
2973,MHGG Tech Solutions Limited,,,,,,,,/companies-you-should-not-deal-with/mhgg-tech-solutions-limited,,,,,,,,(operating as NRGBinary) Premier Business Centre  2 Wood Berry Grove  Finchley  London N12ODR  United Kingdom Fax: +44 (20) 30311145 Ph: + 44 (20) 36080111 support@NRGbinary.com http://www.nrgbinary.com http://www.nrgbinary.co,,, ,23-Aug-19
2974,MI Financial Trading Limited,,,,,,,,/companies-you-should-not-deal-with/mi-financial-trading-limited,,,,,,,,max.idzik@mift.co.uk www.mift.co.uk www.fxmentor.co.uk +44 (0) 2088 196 901,,, ,23-Aug-19
2975,Michael Ulrich Hartmann,,,,,,,,/companies-you-should-not-deal-with/michael-ulrich-hartmann,,,,,,,,6 Chome-11-1 Roppongi Hills Tower Minato RoppongiTokyo  1066108  JapanLevel 19  40 Bank Street Canary WharfLondon E14 5NR604 Tower A New Trade Plaza 6 On Ping Street Shatin Hong KongP: 0203 769 7030 or 813 451 06158accounts@michaelulrichhartmann.com or  info@michaelulrichhartmann.comwww.michaelulrichhartmann.com,,, ,24-Oct-19
2976,Midal Consulting,,,,,,,,/companies-you-should-not-deal-with/midal-consulting,,,,,,,,100 Park Avenue New York 10017 Ph: 001 6466666126 Fax: 001 6466075361 info@midalconsulting.com http://www.midalconsulting.com/Account Name: Unitedone Partners Inc Accounts Account Number: 2102516505 Bank Name: Washington Federal  NA,2102516505,Unitedone Partners Inc Accounts, ,23-Aug-19
2977,Mike Morgan Loans,,,,,,,,/companies-you-should-not-deal-with/mike-morgan-loans,,,,,,,,South Africa Office Office 39  4th Floor Mandela Building Complex  Sandton Gauteng  South Africa UK Office 854  Chester Rd Manchester  M32 0QJ United Kingdom Phone: +27-71840-8007 &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; +447012977776 http://mmloans.com info@mmloans.com mmorganloan@gmail.com diamondloanplc5@gmail.com,,, ,23-Aug-19
2978,Millenium Financial Group,,,,,,,,/companies-you-should-not-deal-with/millenium-financial-group,,,,,,,,23rd Floor  Tower 1  The Enterprise Centre 6766 Ayala Avenue Makati City 1200 Philippines,,, ,23-Aug-19
2979,Millenium Futures Ltd,,,,,,,,/companies-you-should-not-deal-with/millenium-futures-ltd,,,,,,,,No further information available,,, ,23-Aug-19
2980,Millennium Options also known as Wallberg Ltd,,,,,,,,/companies-you-should-not-deal-with/millennium-options-also-known-as-wallberg-ltd,,,,,,,,Office 313  Boulevard General Eduard I. Totleben 53-55 1606 Sofia Bulgariaand3rd Floor  NWMS Centre  31 Southhampton Row  London  WC1B 5HJ  UKP: +44-203-608-9931 and +886-2-7703-24509 www.millenniumoptions.com/Account name: Gulf Coast Inv Managment Cons FZE Account number: 3515761028 Bank name: Al Hilal Bank Dubai,3515761028,Gulf Coast Inv Managment Cons FZE, ,23-Aug-19
2981,Millennium-FX,,,,,,,,/companies-you-should-not-deal-with/millennium-fx,,,,,,,,also known as South Beach Technologies Limited.Address: 23rd Floor tower 1 The Enterprise Centre 6766 Ayala Avenue Makatai City 1200 Philippines Trust Company Complex  Ajeltake Road Ajeltake Island Majuro Marshall Islands MH9696Ph: +14-373-701-807Website: www.mlnfx.com,,, ,23-Aug-19
2982,Miller Bosses Acquisitions Inc,,,,,,,,/companies-you-should-not-deal-with/miller-bosses-acquisitions-inc,,,,,,,,4100 Lyndale Av. S Minneapolis Minnesota 55409 USA Ph: 1 612 788 2035 Fax: 1 612 788 2036,,, ,23-Aug-19
2983,Milton Financials,,,,,,,,/companies-you-should-not-deal-with/milton-financials,,,,,,,,www.miltonfinancials.com info@miltonfinancials.com Ph: 852 81 20 54 56 Fax: 852 81 70 04 57,,, ,23-Aug-19
2984,Milton Keynes Capital Partners LLP,,,,,,,,/companies-you-should-not-deal-with/milton-keynes-capital-partners-llp,,,,,,,,312 Avebury Boulevard  Milton Keynes  United Kingdom Phone: +44 1908 535 015 Fax: +44 1908 787 525 Web: www.mkcap.co.uk Email: admin@mkcap.co.ukAccount no.: 072718530002323 Account name: Spencer Hartford Bank Name: Industrial and Commercial Bank of China (Asia) Limited,7.27185E+13,Spencer Hartford, ,23-Aug-19
2985,Moer Futures Index,,,,,,,,/companies-you-should-not-deal-with/moer-futures-index,,,,,,,,15 Canton Road  Tsim Sha Tsui  Hong Kong http://www.hk-moer.com nickchen19680718@hotmail.com &amp; moerxhp@hotmail.com Ph:0085265170352 &amp; 0085265170375  Bank Details Beneficiary Name: Lin Fang Account Number: 01274210215278 Bank Name: Bank of China  Beneficiary Name: Guo Yi Qiang Account Number: 01259310353328 Bank Name: Bank of China,01274210215278|01259310353328,Lin Fang|Guo Yi Qiang, ,23-Aug-19
2986,Montgomery Roth International Ltd,,,,,,,,/companies-you-should-not-deal-with/montgomery-roth-international-ltd,,,,,,,,40 Wall Street 26th Floor New York  N.Y. 10005 newyork@montgomeryrothinternational.com http://montgomeryrothinternational.com/,,, ,23-Aug-19
2987,Morgan International Investment Group Inc,,,,,,,,/companies-you-should-not-deal-with/morgan-international-investment-group-inc,,,,,,,,6 Circuit De La Foire Internationale BP 2507 L-1025 Luxembourg Ph: (352) 264-20-296 Fax: (352) 264-20-664and23  Square Edouard VII  75000  Paris  France Ph: (33) 1 5343 9237 Fax: (33) 1 5343 9292 www.morganinternational.org,,, ,23-Aug-19
2988,Morgan Pacific Capital Inc,,,,,,,,/companies-you-should-not-deal-with/morgan-pacific-capital-inc,,,,,,,,138 Silom Road 10th Floor  Boonmitr Building Bangkok 10500 Thailand,,, ,23-Aug-19
2989,Morris Commodities,,,,,,,,/companies-you-should-not-deal-with/morris-commodities,,,,,,,,189-191 Prince's Building 10 Chater Road Central  Hong Kong Fax: 877 582 3018 info@morriscommodities.com inquire@morriscommodities.com,,, ,23-Aug-19
2990,Morrison Cross Financial Investments Ltd,,,,,,,,/companies-you-should-not-deal-with/morrison-cross-financial-investments-ltd,,,,,,,,Ave Balboa - Bay Mall Suite 201 PO Box 0833-0118 Plaza Credicorp Republic of Panama Ph: (507) 265 1179 Fax: (507) 265 8069 www.morrisoncrossfinancial.com,,, ,23-Aug-19
2991,MPG Invest Limited,,,,,,,,/companies-you-should-not-deal-with/mpg-invest-limited,,,,,,,,also known as HBC BrokerAddress: Suite 2  5 St Vincent Street Edinburgh Scotland EH3 6SW   5 Shovroyan Street  Erevan  ArmeniaEmail: support.en@hbcbroker.comPhone: +44 2038683296+44 2038683295+44 20347 8177Website: www.hbcbroker.com,,,09-Oct-18,14-Dec-21
2992,MRTmarkets.com,,,,,,,,/companies-you-should-not-deal-with/mrtmarkets-com,,,,,,,,Address: Suite 305 Griffith Corporate Centre  Beachmont  PO Box 1510  Kingstown  Saint Vincent and the GrenadinesPh: +35722222280Email: support@mrtmarkets.comWebsite: www.mrtmarkets.com,,, ,23-Aug-19
2993,MTC Global Group,,,,,,,,/companies-you-should-not-deal-with/mtc-global-group,,,,,,,,29th Floor  Bank of Shanghai Tower 168 Yin Cheng Zhong Road Pudong Shanghai 200120 info@mtcglobalgroup.com trading@mtcglobalgroup.com www.mtcglobal.com Ph 021 5116 7174 Ext 1 Info Ph: 021 5116 7174 Ext 2 Trading Ph: 021 5116 7174 Ext 3 Derivatives Fax: 021 6085 3241,,, ,23-Aug-19
2994,Muller & Sons Securities Management Inc,,,,,,,,/companies-you-should-not-deal-with/muller-sons-securities-management-inc,,,,,,,,(Information suggests were taken over by Price Warner Company Ltd). Unit 114  Prince Plaza I 106 Legaspi Street Legaspi Village Makati City  Philippines Other office or mail address in Belize,,, ,23-Aug-19
2995,Muller Schmidt Associates,,,,,,,,/companies-you-should-not-deal-with/muller-schmidt-associates,,,,,,,,1500 W Lake Street Minneapolis MN 55408 Ph: 1 (612) 392 290 www.mullerschmidt.com,,, ,23-Aug-19
2996,Myers & Baker Associates,,,,,,,,/companies-you-should-not-deal-with/myers-baker-associates,,,,,,,,99 Hudson Street  5th Floor  Manhattan  New York 10013 Ph: +1 212 401 6226 Fax: +1 212 504 8256 www.myersbakerassociates.com info@myersbakerassociates.com,,, ,23-Aug-19
2997,Nanotech Industries Inc,,,,,,,,/companies-you-should-not-deal-with/nanotech-industries-inc,,,,,,,,(also known as 'American Heritage Stock Transfer Inc.') 80 Tiverton Court  Suite 205 Markham  ON L3R 0G4 Ph: 416 907 3118 Fax: 905 248 3433 www.americanhst.com info@americanhst.com,,, ,23-Aug-19
2998,National Compliance Regulatory Board,,,,,,,,/companies-you-should-not-deal-with/national-compliance-regulatory-board,,,,,,,,445 S. Figueroa Street  Suites 3100-3500  Los Angeles  California  90071 Ph: 001 323 546 4409 Fax: 001 323 978 5123 www.natcrb.org,,, ,23-Aug-19
2999,National Finance Commission,,,,,,,,/companies-you-should-not-deal-with/national-finance-commission,,,,,,,,75 Federal Street Boston Ph: 001 6172097603 Fax: 001 6172097603 http://natfincomm.org/ info@gov.natfincomm.orgAccount name: TGS Frontier Enterprises Account number: 17840000189 Bank name: Maybank PhillipinesAccount name: TGS Frontier Enterprises Account number: 00417005347 Bank name: East West Banking Corporation PhilippinesAccount name: Pulchira View Trading Account number: 0230053374200 Bank name: Security Bank Corporation PhilippinesAccount name: GTS Thunder Marketing Account number: 12370000482 Bank name: East West Banking Corporation PhilippinesAccount name: Ansioso Marketing Account number: 004170005339 Bank name: East West Banking Corporation PhilippinesAccount name: Transfer Trust Clearing Limited Account Number: 1813181315181 Bank name: Metrobank Philippines,17840000189|00417005347|0230053374200|12370000482|004170005339|1813181315181,TGS Frontier Enterprises|TGS Frontier Enterprises|Pulchira View Trading|GTS Thunder Marketing|Ansioso Marketing|Transfer Trust Clearing Limited, ,23-Aug-19
3000,National Financial Commission,,,,,,,,/companies-you-should-not-deal-with/national-financial-commission,,,,,,,,75 Federal Street Boston MA 02110 Ph: (617) 209-7603 Fax: (617) 892-4289 www.natfincomm.org (inoperative) See Money Smart - an entity with similar name  National Finance Commission has been added with the same contact details.,,, ,23-Aug-19
3001,National Mergers and Acquisitions Board,,,,,,,,/companies-you-should-not-deal-with/national-mergers-and-acquisitions-board,,,,,,,,645 Griswold St Detroit MI 48226 United States Ph 1 313 228 9930 Fax 1 313 731 0379 www.nationalmaboard-gov.us,,, ,23-Aug-19
3002,National Shareholder Protection Agency,,,,,,,,/companies-you-should-not-deal-with/national-shareholder-protection-agency,,,,,,,,5100 Poplar Avenue Memphis  TN 38137 - 4000 Phone: 1 (901) 881 5572 Fax: 1 (901) 531 8077 Email: regulation@nspagency.us Website: www.nspagency.us,,, ,23-Aug-19
3003,Nationwide Mergers & Acquisitions Inc,,,,,,,,/companies-you-should-not-deal-with/nationwide-mergers-acquisitions-inc,,,,,,,,3178 Ferry Road Northeast Atlanta GA 30303 Ph: 1 (678) 884-0483 www.nationwidemacq.com,,, ,23-Aug-19
3004,NBR Trading Co Ltd,,,,,,,,/companies-you-should-not-deal-with/nbr-trading-co-ltd,,,,,,,,also known as NBR Trading YokohamaYokohama Landmark Tower 2 Chome 2-1 Minatomirai Nishi- ku  Yokohama-shi  Kanagawa-ken 220-0012 JapanP: +81 345880546 or +81 345789687 accounts@nbrtrading.comAccount name: Zhaojun Trade Co Ltd Account number: 53593097080 Bank name: Bank of Communications Co LtdAccount name: Meixia Co Limited Account name: 864530023447 Bank name: Industrial And Commercial Bank Of China (Asia) Ltd,53593097080|864530023447,Zhaojun Trade Co Ltd|Meixia Co Limited, ,23-Aug-19
3005,NBR Trading Yokohama,,,,,,,,/companies-you-should-not-deal-with/nbr-trading-yokohama,,,,,,,,also known as NBR Trading Co LtdYokohama Landmark Tower 2 Chome 2-1 Minatomirai Nishi- ku  Yokohama-shi  Kanagawa-ken 220-0012 JapanP: +81 345880546&nbsp;or&nbsp;+81 345789687 accounts@nbrtrading.comAccount name: Zhaojun Trade Co Ltd Account number: 53593097080 Bank name: Bank of Communications Co LtdAccount name: Meixia Co Limited Account name: 864530023447 Bank name: Industrial And Commercial Bank Of China (Asia) Ltd,53593097080|864530023447,Zhaojun Trade Co Ltd|Meixia Co Limited, ,23-Aug-19
3006,Netotrade Global Investments Ltd,,,,,,,,/companies-you-should-not-deal-with/netotrade-global-investments-ltd,,,,,,,,Belize Str Corner Eyre &amp; Huts ON NR 1 BL Blake Buil AP 102 Belize 005010 Ph: 44-203-5143882  33-975-184903 support@netotrade.com www.netotrade.com,,, ,23-Aug-19
3007,Netotrade UK Ltd,,,,,,,,/companies-you-should-not-deal-with/netotrade-uk-ltd,,,,,,,,788 Finchley Road London NW11 7TJ Ph: 44-203-5143882  33-975-184903 support@netotrade.com www.netotrade.com,,, ,23-Aug-19
3008,New Century International,,,,,,,,/companies-you-should-not-deal-with/new-century-international,,,,,,,,The Meridiano Center office no 12 Escazu San Jose Costa rica Ph 1 866 978 6426 and 8552872336 Fax 1 877 349 3875 www.newcenturyinternational.net info@newcenturyinternational.net,,, ,23-Aug-19
3009,New Lines Futures Austria,,,,,,,,/companies-you-should-not-deal-with/new-lines-futures-austria,,,,,,,,Schwarzenbergplatz 16  1010 Wien Website: www.newline-austria.com,,, ,23-Aug-19
3010,New York Options Exchange,,,,,,,,/companies-you-should-not-deal-with/new-york-options-exchange,,,,,,,,(Firm used to verify Tahoe Futures offer) 195 Broadway St New York NY10007 USA www.nyoex.com,,, ,23-Aug-19
3011,New York Petroleum Option Exchange (NYPOE),,,,,,,,/companies-you-should-not-deal-with/new-york-petroleum-option-exchange-nypoe,,,,,,,,No further information available.,,, ,23-Aug-19
3012,Newbridge Securities Corporation,,,,,,,,/companies-you-should-not-deal-with/newbridge-securities-corporation,,,,,,,,1451 West Cypress Creek Rd Fort Lauderdale FL 33309-1953 USA Ph: 877 447 9625 Ph: 954 334 3450 Fax:954 229 9937 www.NewbridgeSecurities.com KThorne@NewbridgeSecurities.com,,, ,23-Aug-19
3013,Newburgh Asset Management,,,,,,,,/companies-you-should-not-deal-with/newburgh-asset-management,,,,,,,,2358 Harvard Avenue Newburgh Heights Cleveland Ohio 44105 USA Ph Fax 1 440 348 7768 clients@NewburghAsset.com www.newburghasset.com,,, ,23-Aug-19
3014,Newport Energy Asia Investor Relations,,,,,,,,/companies-you-should-not-deal-with/newport-energy-asia-investor-relations,,,,,,,,Unit 3202  457 Shanxi North Road  Block 1  Shanghai 200040  PRC Phone: 86 21 6141 8435 and 86 21 3100 1872 Fax: 852 2303 4435 www.neair.info admin@neair.info,,, ,23-Aug-19
3015,Newport Pacific Securities & Management Inc,,,,,,,,/companies-you-should-not-deal-with/newport-pacific-securities-management-inc,,,,,,,,(Information suggests were taken over by Gibson &amp; Peterson Company Ltd) Unit 404 Green Belt Mansion 106 Perea St Legaspi Village Makati City Philippines ,,, ,23-Aug-19
3016,Next Futures Co Ltd,,,,,,,,/companies-you-should-not-deal-with/next-futures-co-ltd,,,,,,,,170-0002 2-4-7 Sugamo Toshima-ku Tokyo  JAPAN Ph 81 3 4550 6918 Fax. 81 3 4496 4085 Fax 85 2301 43776 Web: www.nextfutures.com,,, ,23-Aug-19
3017,Nomura Financial,,,,,,,,/companies-you-should-not-deal-with/nomura-financial,,,,,,,,3 Queens Road CentralHong KongTel: +852 6149 5213Fax: +852 3006 2757www.nomurafinancial.com,,,28-Feb-14,21-Jan-22
3018,Nona Marketing Ltd,,,,,,,,/companies-you-should-not-deal-with/nona-marketing-ltd,,,,,,,,also known as FTO CapitalAjeltake Road Ajeltake Island Majuro Marshall IslandsP: +44 2080682565 cs@ftocapital.com http://www.ftocapital.com,,, ,23-Aug-19
3019,North Pacific Mergers and Acquisitions LLC,,,,,,,,/companies-you-should-not-deal-with/north-pacific-mergers-and-acquisitions-llc,,,,,,,,PO Box 34025 Fifth Avenue Seattle WA 98124,,, ,23-Aug-19
3020,North Point Commodities,,,,,,,,/companies-you-should-not-deal-with/north-point-commodities,,,,,,,,Offices 5-9 Fl 27 Citicorp Centre 18 Whitfield Road North Point Hong Kong sales@nopocom.com www.nopocom.com Ph: 852 3 678 677 - Hong Kong/China (local only) Ph: 61 29 191 7403 - Australia (Asia) Support Centre Ph: 08456806348 - European,,, ,23-Aug-19
